image_path,label,split
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_17516873_pitch_pitch.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_32656595_noise.png,irish,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_37277733_noise_noise.png,slavic,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_37029634_speed_pitch_noise.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset_common_voice_en_17758736.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_196311_noise_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_38570_pitch.png,american,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_28132131_noise_speed.png,canadian,test
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_684092_noise_pitch.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_23965209_pitch.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_32128339_speed.png,australian,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_36506476.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_39405650_noise.png,canadian,train
data/dataset/spectrograms/test/England_dataset_common_voice_en_17881198.png,england,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_36647036_pitch_speed.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38400251_noise_speed.png,slavic,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_25382829_speed_pitch.png,scottish,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_22109505_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_37066945_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_35001865_pitch_noise.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_37777733_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_687348_noise_speed.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_169588_noise.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_30620884_pitch.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_39359907_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_17780869_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39347735_speed_noise.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_511796_noise.png,australian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_31145384_speed.png,england,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_30124529_pitch_pitch.png,england,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17720001_speed_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_26947357_noise_noise.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_624679_speed.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_31006124_speed.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17793493_noise_pitch.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32858689_speed_noise.png,australian,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_17805953_speed_pitch.png,scottish,test
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_37277733_noise_pitch.png,slavic,test
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_15991928_speed_noise.png,australian,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_53184_speed_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39800238_pitch_pitch.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_40033693_noise_pitch.png,australian,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_56982_speed.png,american,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_53436_pitch_noise.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_37007728_pitch_pitch.png,slavic,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_39577757_pitch_pitch.png,slavic,test
data/dataset/spectrograms/train/India_dataset_common_voice_en_19948688.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_37841857_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_32783329_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_488518_pitch_noise.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_26949296_noise.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_20240264_noise.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_21087880_speed.png,filipino,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_18942529_speed.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_681449_noise.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_22006430_pitch_speed.png,england,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_495254.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_17831790_pitch.png,canadian,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_31684594_pitch.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_18233924_pitch.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_35260777_noise.png,canadian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_35185066_pitch.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_37232168_speed.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39618643_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_33839809_pitch_noise.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_30510236_speed_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_23759700_noise_speed.png,australian,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_34324135_noise.png,american,test
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_19260940_speed_pitch.png,filipino,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_40211359_noise_noise.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_697804_noise.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_461012_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_42578_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30883219_speed_noise.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_27179840_noise.png,irish,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_29863879_noise.png,england,test
data/dataset/spectrograms/test/Scottish_dataset___augmented_2_common_voice_en_95042_speed_pitch.png,scottish,test
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_22006430_pitch.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_22010530_pitch_noise.png,india,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_18546564_speed.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_21998354_noise_noise.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_126583_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_24977923_noise_speed_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_32638726.png,american,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32704583_speed_pitch.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_36528129_pitch_speed.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_39896604_noise_noise.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32846033_noise_noise.png,american,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_37161187_pitch.png,australian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_39359907_pitch.png,slavic,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_15991928_pitch.png,australian,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_524442_noise_speed.png,scottish,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_187059_pitch_noise.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_18809881.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_22095489_speed_speed.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_17264437_pitch.png,india,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_24977923_pitch_noise.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38820849_speed_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_32848149_pitch_pitch_speed.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_37654585_noise_noise_speed.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_30625373_speed.png,india,train
data/dataset/spectrograms/test/American_dataset_common_voice_en_30601809.png,american,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_40114352_speed_speed.png,slavic,train
data/dataset/spectrograms/test/England_dataset_common_voice_en_33195512.png,england,test
data/dataset/spectrograms/test/Irish_dataset_common_voice_en_17801959.png,irish,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_155537_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_25190473_speed_speed.png,scottish,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_36990355.png,american,train
data/dataset/spectrograms/train/Slavic_dataset_common_voice_en_37007728.png,slavic,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_3_common_voice_en_37157755_noise_pitch_pitch.png,slavic,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_17922252_speed_noise.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_17147853_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_32706140.png,india,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_19656593_noise.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37654585_noise_speed.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_40409829_noise_noise.png,india,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_34324135_pitch_noise.png,american,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19620068_speed_pitch.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32827836_noise_noise.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_19599185_pitch.png,canadian,train
data/dataset/spectrograms/train/American_dataset_common_voice_en_37037383.png,american,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_19966706_speed_noise.png,filipino,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_18378982_speed.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_591555_speed_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_37382171_speed_speed.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_15638_noise_pitch.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_30510236_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_31011092_noise_noise.png,india,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_26975871_noise_noise.png,irish,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_519480_noise.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17687214_pitch_noise.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_17159_pitch_speed.png,american,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_39585565.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_39770063_speed_noise.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_554159_pitch_pitch.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_36470087_pitch.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_484336_speed.png,scottish,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_22022066_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_141102.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17687214_noise_noise.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_36305358_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_20039913_noise.png,filipino,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_186207_noise.png,canadian,test
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_39592860_pitch_noise.png,australian,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_36743563_noise_speed.png,canadian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_37301235_noise_pitch.png,slavic,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_25464355_pitch.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_33243433_speed_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_169588_noise_noise.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38019562_speed_noise.png,slavic,train
data/dataset/spectrograms/test/Australian_dataset_common_voice_en_110098.png,australian,test
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_35833978_noise_noise.png,canadian,test
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_29333177_pitch.png,american,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_18383646_noise_speed.png,irish,train
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_39592860_noise_pitch.png,australian,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_17251447_speed_noise.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_21929241_speed.png,scottish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_7851_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_166555.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_38464809_pitch_noise.png,canadian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_32804168_noise.png,australian,test
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_557920.png,australian,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_165067_noise.png,canadian,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_31705666_speed.png,india,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_12837_pitch.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_484390_speed_pitch.png,canadian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32593388_noise_speed.png,american,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_32648868_speed.png,scottish,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_32704510_speed.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_484390_speed_speed.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_25661534_speed_noise.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_91125_noise_speed.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_20253689_noise_noise.png,australian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_541756_pitch.png,england,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_26701091_speed_noise.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_40002406_noise_speed.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_593387_pitch_noise.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32916892_noise_noise.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_22144861_noise_speed.png,irish,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_18456378_pitch_speed.png,scottish,train
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_35281_speed_pitch.png,australian,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_32916892_speed.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_37153388_noise.png,canadian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_37382171_noise_pitch.png,scottish,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_22097100.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_26614368_pitch.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38820849_noise_noise_noise.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39585985_pitch_pitch.png,australian,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_673408_noise_noise.png,american,test
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_1113_pitch.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_666521_noise_speed.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_667595_pitch_noise.png,irish,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_103375.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39961370_pitch_pitch.png,england,train
data/dataset/spectrograms/train/India_dataset_common_voice_en_39934525.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_110182_speed_pitch.png,canadian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_42435518_noise_noise.png,slavic,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30883219_noise_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_19628144_noise_speed.png,irish,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_24476109_speed.png,scottish,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_39600219_noise_noise.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39575171_pitch_noise.png,australian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_2_common_voice_en_38242375_noise_pitch.png,australian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38019562_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_19739321_noise_noise.png,filipino,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_492298_speed_noise.png,canadian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_36470087_speed_speed_noise.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32641533_noise_speed.png,american,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_39585107.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_521859_noise_speed.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_18841277_noise.png,filipino,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_22017702_speed_noise.png,india,train
data/dataset/spectrograms/test/Filipino_dataset___augmented_3_common_voice_en_19260940_speed_noise_pitch.png,filipino,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_41030883_noise_speed.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_12977_noise_speed.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_30614960_speed_speed.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_39999823_noise_pitch.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_37983184_noise_pitch.png,american,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_32693792_noise_noise.png,american,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_21948750_noise_noise.png,filipino,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_26646024_speed_speed.png,england,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_18845495_noise.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_488518_pitch.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_486047_speed_noise.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_32382028_speed_noise.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_25705670_pitch.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_41120950_speed_speed.png,india,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_39567986.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_11852_pitch_pitch.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_38251706_noise_pitch.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_18386972_pitch_speed.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32883407_noise_pitch.png,american,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_248577_noise_pitch.png,england,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_39704448_pitch.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_20323273_pitch_pitch.png,filipino,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_17024_noise.png,american,test
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_32764846_noise_noise.png,american,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_110182_speed.png,canadian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_41798570_pitch_speed.png,canadian,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_14518.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_31427270_speed.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_31398548_noise_noise.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_17874685_noise_speed.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_40015498.png,australian,train
data/dataset/spectrograms/test/Australian_dataset___augmented_1_common_voice_en_19736231_pitch.png,australian,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_210777_pitch.png,irish,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_18151143_pitch_pitch.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_17927449_pitch_noise.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_438702_speed_speed.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_18712870_noise_speed.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_568153_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_934751_noise_pitch.png,england,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_34005346_speed_speed.png,england,test
data/dataset/spectrograms/test/Slavic_dataset___augmented_3_common_voice_en_39577757_speed_pitch_pitch.png,slavic,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_23657480_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_508380_speed_noise.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_118596_speed.png,india,train
data/dataset/spectrograms/train/Slavic_dataset_common_voice_en_37675223.png,slavic,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_658470_noise.png,canadian,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_17159_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_32693029_pitch_pitch.png,scottish,train
data/dataset/spectrograms/test/India_dataset___augmented_1_common_voice_en_517765_speed.png,india,test
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_39569507_noise_noise.png,filipino,test
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_36472471_noise.png,australian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_181388_noise_speed.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_27161481_noise_pitch.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_32755802_pitch_noise.png,slavic,train
data/dataset/spectrograms/train/Slavic_dataset_common_voice_en_41759689.png,slavic,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_30235832_noise_speed.png,american,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_17655001_noise_pitch.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39579977_noise_noise.png,england,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39575171_pitch_pitch.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_25575607_pitch.png,canadian,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_31684594_speed.png,india,train
data/dataset/spectrograms/test/American_dataset___augmented_1_common_voice_en_33194902_speed.png,american,test
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_22065272_noise_speed.png,india,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39748253_pitch_speed.png,england,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_30335901.png,england,train
data/dataset/spectrograms/test/Canadian_dataset_common_voice_en_33014932.png,canadian,test
